orbital_period_days,transit_duration_hours,transit_depth_ppm,planet_radius_rearth,equilibrium_temperature_K,insolation_flux_earth,stellar_temperature_K,stellar_logg_cgs,stellar_radius_sun,signal_to_noise,radius_ratio,log_orbital_period,log_planet_radius,target
-0.04054723,-0.236938408,-0.240248392,-0.023576828,0.262592716,-0.033233217,0.347020741,-0.33783859,-0.024420354,-0.182304242,-0.067749271,-0.299743599,-0.813351571,2
-0.014611922,0.068772938,-0.233771306,-0.023552134,-0.888423753,-0.039901593,-0.36237035,0.378910196,-0.139239745,-0.200573674,-0.064415682,0.930883375,-0.792358857,2
-0.042068135,-0.430562039,-0.232715649,-0.023650909,-0.200070767,-0.037877155,-0.518261232,0.76986408,-0.173919887,-0.192184649,-0.06376149,-0.575051679,-0.879913465,2
-0.035503227,-0.676974537,-0.240715386,-0.023912663,-0.235334752,-0.038090654,0.53706749,0.078612286,-0.081127074,-0.223876521,-0.069062783,0.189902881,-1.174023244,1
-0.032976003,-0.54879449,-0.137008655,-0.020909896,-0.750188932,-0.039752353,-0.598834047,0.682041106,-0.18376155,-0.042300737,-0.029895461,0.340946597,0.261791491,1
-0.038468695,-0.254988032,0.185414233,-0.017487333,-0.418707474,-0.038946836,-0.170572018,0.650878115,-0.156579816,1.149686498,-0.000404552,-0.050983295,0.789856356,0
0.015009874,1.950866822,-0.21985094,1.278157537,2.055413711,0.061010173,-1.781152532,-10.34682461,22.47760268,-0.126563832,0.040469746,1.361864451,4.903496037,0
0.032949735,1.079195236,0.042274216,-0.01766019,-1.133861089,-0.040019085,-0.327338691,0.823691064,-0.198992693,0.282820586,0.01805026,1.527294485,0.770182855,1
-0.037460864,0.00956003,-0.057923796,-0.018252841,-0.147880069,-0.037540366,0.273454258,-0.065870671,-0.058163195,3.410808356,-0.030451246,0.041569451,0.698734287,2
-0.044062756,-0.631683967,-0.233395564,-0.02368548,0.454428794,-0.029908868,-0.637368872,0.798194072,-0.17977802,-0.168508957,-0.063836446,-1.372179551,-0.913013001,1
-0.042434736,-0.40452211,-0.236240472,-0.02368548,0.137052929,-0.034907084,0.072898011,0.614049126,-0.148144106,-0.165526192,-0.065347158,-0.664261138,-0.913013001,2
-0.036383773,-0.311942857,-0.228206738,-0.02289034,-0.569637329,-0.039410241,-0.370252473,0.66787611,-0.154470889,-0.169627493,-0.056888939,0.127453278,-0.372225524,0
-0.016547436,0.522989226,-0.234290189,-0.02276687,-0.532962785,-0.039314709,0.582608647,-0.419995566,0.00768221,-0.10027822,-0.063715003,0.889135994,-0.313715681,2
-0.044101855,-0.518822789,-0.235113244,-0.012622652,1.403735269,0.006295098,0.523930618,0.319417214,-0.106434205,-0.111090741,0.024618765,-1.404362684,1.205070667,0
-0.041591582,-0.170377599,0.108476474,-0.01813925,0.046777128,-0.035902431,0.216527812,0.517727155,-0.142285974,-0.004084067,-0.011796135,-0.475236009,0.712940355,0
-0.042107112,0.084457053,-0.232393584,-0.013249875,0.149747964,-0.034752996,0.258565803,0.560222142,-0.141114347,-0.145019687,0.034997184,-0.583959056,1.162328014,0
-0.035670994,0.047438243,-0.227669963,-0.023013809,-0.33407391,-0.038599496,0.446860969,0.384576195,-0.115572891,-0.134952857,-0.060708501,0.178471442,-0.435436042,2
-0.021620112,-0.21837529,-0.204821238,-0.022406341,-0.70787215,-0.03968971,0.373294485,0.495063162,-0.132209986,-0.002965531,-0.054116123,0.764484125,-0.164203891,2
-0.038167283,-0.309472072,-0.238244432,-0.023808949,-0.249440346,-0.038172403,0.373294485,0.495063162,-0.132209986,-0.189761153,-0.067081725,-0.021853681,-1.044075747,1
-0.040304798,-0.224068839,-0.238709637,-0.023641031,-0.114026644,-0.037301202,0.103550712,0.415739185,-0.121196698,-0.205234244,-0.065910768,-0.265145088,-0.870706575,2
-0.034507394,0.119907452,-0.236705677,-0.023601521,-0.372159013,-0.038765467,0.379425026,0.262757231,-0.107840156,-0.188642616,-0.065998066,0.253800066,-0.834919499,2
-0.042394613,-0.494136421,-0.160447833,-0.00736287,0.218865375,-0.033878658,0.07815276,0.282588225,-0.141582998,-0.188642616,0.092133009,-0.653860102,1.493855644,0
-0.041366152,-0.504664115,-0.239407444,-0.024001561,-0.252261465,-0.038185236,-0.562926597,0.509228158,-0.161266322,-0.205979935,-0.068159022,-0.433008619,-1.305524897,2
-0.03336629,0.106500756,-0.040031293,-0.010518739,-0.078762659,-0.037023729,-0.252020625,-1.490869247,0.201234898,0.810397044,-0.022635036,0.319853241,1.333542662,0
-0.036713882,-0.360499161,-0.222176965,-0.02304838,-0.494877681,-0.039206723,-0.393023051,0.313751216,-0.138302444,-0.101769602,-0.059663817,0.102351241,-0.454084159,2
-0.025190367,-0.383917909,-0.22199804,-0.023023686,-0.776989561,-0.039786954,-0.393023051,0.313751216,-0.138302444,-0.15061237,-0.059428918,0.659168999,-0.44071915,2
-0.043932168,-0.688834306,-0.233824984,-0.023680542,0.612411447,-0.026547256,-0.111893989,0.767031081,-0.173451237,-0.183609201,-0.06412595,-1.275227121,-0.908198428,0
-0.041927315,-0.441111218,0.053009717,-0.017497211,0.240023766,-0.033574093,0.404822978,0.381743196,-0.11463559,-0.0223535,-0.013604393,-0.543878665,0.788745304,2
-0.030678308,-0.430755405,-0.237636087,-0.023221237,-0.281883212,-0.038342461,0.341765992,-0.564478523,0.020335776,-0.197031641,-0.066507832,0.452590408,-0.554589519,2
-0.043539056,-0.517877445,-0.238530712,-0.023996622,0.014334262,-0.036218687,-1.013959204,0.66787611,-0.177434767,-0.191625381,-0.067606238,-1.050078591,-1.297613473,0
-0.043035636,-0.594751097,-0.236634107,-0.024060826,-0.466666493,-0.039114518,-1.416823281,1.203312951,-0.233204185,-0.154154403,-0.065916442,-0.844871144,-1.407237803,2
-0.038238203,-0.687588171,-0.233592381,-0.023883031,-0.863033684,-0.039880015,-1.416823281,1.203312951,-0.233204185,-0.183236356,-0.062827282,-0.028587621,-1.134656035,2
-0.025606306,0.230469725,-0.230085451,-0.022915033,-0.541426141,-0.039337427,0.582608647,0.206097248,-0.087453856,-0.158255704,-0.061319896,0.645673215,-0.384468074,2
-0.007335228,0.353772657,-0.224842948,-0.022959482,-0.808021868,-0.039824312,0.320746997,0.211763246,-0.115572891,-0.11836123,-0.060242256,1.066969915,-0.406996229,2
0.062571933,1.67467599,-0.155437932,-0.018425698,-0.926508857,-0.039930206,-0.054967544,-1.057420376,0.050095087,0.195947572,-0.042991334,1.730901824,0.676612153,2
0.134196764,2.728841932,-0.223250515,-0.021295119,-1.032300812,-0.039987145,-0.054967544,-1.057420376,0.050095087,-0.165339769,-0.057369938,2.053315445,0.172190431,2
-0.03938719,0.073134411,-0.239818972,-0.023512624,0.214633696,-0.033934932,-0.054967544,-1.057420376,0.050095087,-0.201132942,-0.068481802,-0.149074138,-0.75989322,1
-0.02207208,0.411889825,-0.222176965,0.120719001,-0.864444244,-0.039880776,-0.327338691,0.718870095,-0.165249852,-0.184727738,1.511570543,0.752084029,3.176441049,0
-0.035097532,-0.315616808,-0.227455253,-0.023003931,-0.47371929,-0.039136381,-0.13028561,0.254258234,-0.116744517,-0.104752367,-0.060559098,0.216719645,-0.430188155,2
-0.030833338,0.353020678,-0.237009849,-0.023240992,-0.352411182,-0.038683052,0.058009556,-0.604140511,-0.000519175,-0.180067169,-0.066208705,0.445648222,-0.566937696,2
-0.014631622,0.941282443,-0.238208647,-0.023349644,-0.634523062,-0.039555965,0.058009556,-0.604140511,-0.000519175,-0.200573674,-0.066832462,0.930472066,-0.63854887,2
-0.0389225,-0.122659214,-0.240620556,-0.023986745,-0.12249,-0.037352438,0.210397272,0.075779287,-0.097295518,-0.215673919,-0.069373702,-0.097545023,-1.282025239,1
-0.008966579,-0.250925202,-0.235202706,-0.023290379,-0.92086662,-0.039926118,-0.377258805,0.296753221,-0.136427841,-0.205979935,-0.062066965,1.038911505,-0.598683131,2
-0.041063423,-0.488979999,-0.234773286,-0.023626215,-0.73326222,-0.039728589,-1.566583622,1.155151965,-0.223362523,-0.194421723,-0.059550695,-0.380411077,-0.857095053,2
-0.039608757,-0.525504652,-0.216988139,-0.022870584,-0.28611489,-0.038367461,-0.043582255,0.608383128,-0.146972479,-0.176525136,-0.057308039,-0.175208186,-0.362566751,1
-0.039677193,-0.303993374,-0.233431349,-0.023379277,-0.221229158,-0.038003106,-0.285300701,0.101276279,-0.112760987,-0.195353836,-0.063959051,-0.183503995,-0.659265332,2
-0.036633509,-0.228795559,-0.235918407,-0.023547195,-0.417296914,-0.038944365,-0.285300701,0.101276279,-0.112760987,-0.210267659,-0.06538295,0.108555519,-0.788226669,2
-0.035367454,-0.636969299,-0.22550497,-0.022613769,-0.231103074,-0.038060996,0.641286675,0.177767256,-0.075737592,-0.19759091,-0.059631635,0.199005034,-0.24672718,0
-0.044033983,-0.65039748,-0.234361759,-0.023458297,1.048274301,-0.012255081,0.284839547,0.517727155,-0.141114347,-0.130292287,-0.063429701,-1.349501765,-0.717332579,0
-0.019095876,0.357962249,-0.231821024,-0.023216298,-0.795326833,-0.039810623,0.10792967,0.574387138,-0.141817323,-0.176711559,-0.061054525,0.829586223,-0.551532505,2
-0.040032798,-0.330420035,-0.236651999,-0.02372499,-0.295988806,-0.038414039,-0.440315791,0.308085217,-0.136193516,-0.19628595,-0.066172543,-0.228458951,-0.952627906,2
-0.027567572,-0.187050029,-0.232644079,-0.023255808,-0.706461591,-0.039686098,-0.305443904,0.234427239,-0.125883204,-0.156577899,-0.062293594,0.577832496,-0.576327629,2
-0.020561049,-0.042090127,-0.232017841,-0.02352744,-0.891244872,-0.03990435,-0.431557876,0.704705099,-0.161500647,-0.175033754,-0.063081478,0.792620151,-0.771911471,2
-0.025131221,0.216203625,-0.236830924,-0.023611399,-0.654270893,-0.039595033,0.040493726,0.129606271,-0.105731229,-0.132529361,-0.066143664,0.661064839,-0.843714899,2
-0.032599157,-0.257993796,-0.230371731,-0.023152094,-0.555531735,-0.03937526,-0.13028561,0.254258234,-0.116744517,-0.138494889,-0.06183712,0.360665549,-0.512835332,2
-0.042335984,-0.332392366,0.081637721,-0.018203454,0.186422508,-0.034308127,-0.086496037,0.211763246,-0.124008601,5.047600336,-0.017392683,-0.638963216,0.704942364,2
-0.022997488,-0.498003737,-0.239980005,-0.023883031,-0.676839844,-0.039636573,0.009841025,0.067280289,-0.094014964,-0.225554326,-0.068610907,0.725908202,-1.134656035,1
-0.042221842,-0.561578118,-0.231481066,-0.023794133,-0.510393835,-0.039251495,-1.319610427,0.985172016,-0.211880584,-0.192184649,-0.063177759,-0.61093275,-1.02714649,2
-0.04272211,0.245380378,-0.239550584,-0.023937357,0.261182156,-0.033255841,0.112308627,0.480898166,-0.14744113,-0.165339769,-0.067880448,-0.744235524,-1.208403385,0
-0.038171562,-0.273613457,-0.228904546,-0.000122644,0.62933816,-0.026108946,1.637937369,-0.725959475,0.104224229,-0.063925779,0.034110005,-0.022257938,1.77139328,0
-0.038733692,-0.194612781,-0.228403556,-0.022964421,-0.318557756,-0.038527823,-0.314201819,0.155103263,-0.11908777,-0.160119932,-0.060083558,-0.077753876,-0.409539624,2
0.003181112,0.240223956,-0.233288209,-0.023468175,-0.903939907,-0.039913761,0.326001746,0.486564164,-0.130335384,-0.197404487,-0.064013011,1.222923676,-0.724901677,2
-0.043821909,-0.551544581,0.453801765,-0.016553907,-0.554121176,-0.039370507,-1.894129632,1.653759817,-0.26975893,-0.078280333,0.12892158,-1.20357136,0.888349637,0
-0.043970531,-0.631533571,-0.238333894,-0.023710174,1.048274301,-0.012296621,-0.140795108,-0.03754068,-0.093311989,-0.132529361,-0.067270219,-1.302197219,-0.937537729,2
0.003264401,0.376869128,-0.233377671,-0.022702667,-0.793916274,-0.039808057,0.362784988,-0.148027647,-0.045275305,-0.205234244,-0.061600969,1.22401709,-0.284926702,1
-0.04183679,-0.456793186,0.013646213,-0.018870187,0.073577756,-0.035627905,0.052754807,0.387409194,-0.136427841,2.166063476,-0.020392575,-0.524622911,0.616696337,2
-0.040483734,-0.318818086,-0.213051789,-0.022584136,-0.132363916,-0.03743162,0.06063693,0.503562159,-0.127992131,-0.181372128,-0.056097457,-0.2904968,-0.234395124,2
-0.033787458,-0.302274567,-0.224324065,-0.022771809,-0.523088869,-0.039288283,0.06063693,0.503562159,-0.127992131,-0.21436896,-0.057799035,0.296271091,-0.315974449,2
-0.037514244,-0.290242916,-0.206073713,-0.022776748,-0.626059705,-0.039538569,-0.647878369,0.80386007,-0.179309369,0.225775216,-0.053117642,0.036993337,-0.318239717,2
-0.042035611,-0.465410855,-0.229834956,-0.023403971,-0.259314262,-0.038227346,-0.647878369,0.80386007,-0.179309369,-0.019370735,-0.060534248,-0.567713964,-0.676955517,2
-0.013592177,0.1708486,-0.232322014,-0.023265685,-0.77981068,-0.039791422,0.151719243,0.20043125,-0.108543132,-0.164780501,-0.06317875,0.951815649,-0.582650395,2
-0.036909466,0.431441257,-0.237564517,-0.02364597,-0.376390692,-0.038782672,-0.226622672,0.078612286,-0.101982024,-0.191625381,-0.066534274,0.086993629,-0.87529656,0
-0.043600783,-0.655919148,-0.24015893,-0.024065765,0.362742433,-0.031675416,-0.403532549,0.540391148,-0.157985768,-0.212504732,-0.068923177,-1.080536453,-1.416338253,0
-0.037626366,0.074380546,-0.238029722,-0.022193974,0.689992214,-0.024487265,1.086188742,-1.397380275,0.260987846,-0.171864567,-0.065859092,0.02727207,-0.087822158,2
-0.040688056,-0.1192216,-0.239300089,-0.02364597,0.118715657,-0.035117256,0.508166372,0.254258234,-0.095186591,-0.200387251,-0.066718316,-0.320748167,-0.87529656,2
-0.024834094,3.248136557,-0.232268336,-0.022919972,-0.572458448,-0.039418702,0.488898959,0.228761241,-0.083001676,-0.167949688,-0.061559706,0.670503671,-0.3869396,0
-0.017190489,2.075695195,-0.226471165,-0.022934788,-0.871497041,-0.039888095,-0.131161402,0.66787611,-0.15986037,-0.160306354,-0.056887798,0.874631418,-0.394401078,2
0.090486005,2.655148073,-0.223608365,-0.022979237,-1.170535633,-0.040026594,-0.131161402,0.66787611,-0.15986037,-0.183422779,-0.057359058,1.876681675,-0.417219491,2
0.129700043,0.329387079,-0.164384183,-0.018899819,-1.100007663,-0.040010719,-0.233629004,-0.578643519,-0.026997932,-0.109972205,-0.03863951,2.037263316,0.612535023,1
-0.037314971,0.197253776,-0.233520811,-0.023339767,-0.391906845,-0.038842463,0.157849784,0.614049126,-0.149081407,-0.166644729,-0.061842539,0.053909768,-0.631762793,2
-0.039352834,-0.358221741,-0.233162961,-0.023779317,-0.729030541,-0.03972241,-1.308225138,0.917180036,-0.2046165,-0.190693267,-0.063488523,-0.145117017,-1.010573665,2
-0.030469654,-0.025482152,0.019013963,-0.019112186,-0.664144809,-0.039613379,-0.208231051,0.418572185,-0.140177046,1.280928132,-0.021759507,0.461814886,0.582050579,2
-0.017193454,-0.021894142,-0.235005889,-0.023250869,-0.59079572,-0.039461002,0.79892914,0.081445285,-0.05792887,-0.198895869,-0.064857056,0.874563763,-0.57318519,2
-0.0114849,0.139029182,-0.234111264,-0.023507685,-0.840464734,-0.039859008,0.23316785,0.554556144,-0.140177046,-0.204674975,-0.063948616,0.992989346,-0.755927569,1
-0.043961857,-0.532057604,-0.040031293,-0.001979618,1.675973233,0.02519062,0.562465443,-0.434160562,-0.050664786,-0.040250086,0.077642331,-1.295996992,1.708996592,0
-0.04411512,-0.744158413,-0.235918407,-0.02372499,0.807068644,-0.021075368,-0.196845762,0.684874105,-0.154939539,-0.181372128,-0.065472604,-1.415665649,-0.952627906,0
-0.036440515,0.171622064,-0.154185457,-0.020939528,-0.331252791,-0.038587709,0.277833215,0.387409194,-0.108543132,-0.091143504,-0.043800972,0.123208943,0.25524979,1
-0.032611164,-0.246284422,-0.237725549,-0.023270624,-0.238155871,-0.038107574,0.404822978,-0.462490553,-0.010829487,-0.174288063,-0.066164688,0.360046712,-0.585830925,2
-0.044201269,-0.668058224,-0.161342458,-0.014953748,-0.106973847,-0.037247589,-1.670802807,1.163650963,-0.231563908,0.070671466,0.089983403,-1.494451293,1.032930156,0
-0.028893617,0.701723689,-0.17744571,-0.021951975,-0.760062848,-0.039765376,-0.256399582,0.718870095,-0.166890129,-0.030928947,-0.045423172,0.527449427,-0.008957842,0
-0.037409126,-0.300577245,-0.133430154,-0.010943473,-0.648628656,-0.039584482,-0.701301649,0.820858065,-0.183527224,0.074213499,0.090912452,0.045973378,1.309241561,0
-0.041340307,0.21487155,-0.146133831,-0.005703446,0.055240484,-0.03580148,0.105302295,0.288254223,-0.113698289,-0.150425947,0.086564491,-0.428343,1.566650193,0
0.135533722,0.258271432,-0.22164019,-0.022692789,-1.198746821,-0.040031062,-0.226622672,0.427071182,-0.142285974,-0.185473429,-0.055950168,2.058010346,-0.28058961,1
-0.041113988,-0.569334236,-0.238816992,-0.024031194,-0.324199994,-0.038552158,-0.377258805,0.869019051,-0.186807778,-0.185100584,-0.067698246,-0.388897083,-1.354739679,2
-0.028017792,0.078226377,-0.238387572,-0.023710174,-0.537194463,-0.039326781,0.557210694,0.350580205,-0.112292337,-0.190506844,-0.066778124,0.561173457,-0.937537729,2
-0.033736623,0.08853922,-0.240391532,-0.023952174,-0.37921181,-0.038794744,0.557210694,0.350580205,-0.112292337,-0.208030585,-0.068826134,0.299164668,-1.229776104,2
-0.032692123,-0.169990868,-0.237618194,-0.023680542,-0.444097543,-0.039040373,0.252435262,0.135272269,-0.107840156,-0.162357005,-0.066654408,0.355857936,-0.908198428,2
-0.038013914,0.332233854,-0.00782479,-0.017912067,-0.066067624,-0.03691831,0.678069917,0.16360226,-0.081361399,2.823390187,-0.024167088,-0.007532092,0.740605758,0
-0.026893052,0.194031012,-0.228743513,-0.023305196,-0.695177116,-0.039668608,0.093917006,0.571554139,-0.141582998,-0.170000339,-0.061927592,0.601996012,-0.608461892,2
-0.038303616,-0.447771596,-0.232286229,-0.02352744,-0.587974601,-0.039455679,-0.711811147,0.764198082,-0.169702032,-0.166271883,-0.062607739,-0.034863187,-0.771911471,2
0.004745009,-0.16709038,-0.172793659,-0.010158209,-1.030890253,-0.03998667,-0.399153592,0.605550129,-0.163140924,-0.138122044,0.081269673,1.243144843,1.353597541,1
-0.04155594,-0.575156695,-0.232679864,-0.023789194,-0.604901314,-0.039493417,-1.338002048,1.027667003,-0.215864114,-0.135884971,-0.062795635,-0.468368656,-1.021583356,2
-0.038357593,0.07887093,-0.240069467,-0.023650909,-0.040677555,-0.036706427,0.176241404,-0.352003586,-0.042463401,-0.196472373,-0.067900337,-0.040088942,-0.879913465,2
-0.03931229,-0.790415812,-0.240713597,-0.023962051,-0.02939308,-0.036613936,0.467879964,0.223095243,-0.083470327,-0.228723513,-0.069396953,-0.140478792,-1.24435393,1
0.012296518,0.888858823,-0.234379651,-0.022821197,-0.737493898,-0.039734292,0.568595983,-0.516317537,0.030177438,-0.159001395,-0.064576551,1.332589193,-0.338925932,2
-0.013140758,-0.111916669,-0.226202778,-0.023349644,-1.042174728,-0.039991423,-0.959660133,0.727369093,-0.186104802,-0.18957473,-0.059325712,0.960864733,-0.63854887,2
-0.031157577,-0.439993994,-0.222892665,-0.013664731,-0.63734418,-0.039561573,0.081655926,0.662210112,-0.157048467,-0.187337657,0.039706189,0.430877243,1.13272599,1
0.951562317,1.570817065,0.165732481,-0.00788144,-1.20156794,-0.040031537,0.595745519,-1.425710267,0.161165274,1.94944021,-0.008308869,3.13658849,1.469654086,0
-0.042870696,-0.154156356,-0.204642313,0.07809254,0.208991459,-0.034004894,-0.155683563,0.469566169,-0.146972479,-0.052740412,0.944515678,-0.789935741,2.902892089,0
-0.035700718,-0.531520477,-0.118221528,-0.019477655,-0.470898171,-0.039129252,0.133327622,0.608383128,-0.148144106,0.166865619,-0.023349552,0.176424282,0.526655745,1
0.218761572,0.990913001,0.133525977,-0.019141819,-1.29607542,-0.040040853,-0.744215431,0.565888141,-0.166187153,0.208065052,-0.014700479,2.297439771,0.577701506,1
-0.043765175,-0.122551789,-0.226703768,-0.013180732,0.62933816,-0.02604944,-0.082117079,0.554556144,-0.140411371,-0.087042203,0.03529461,-1.169645981,1.16715524,0
-0.039098007,0.082308544,-0.240033682,-0.023591644,0.313372854,-0.032476465,0.731493197,-0.589975515,0.016117921,-0.166831152,-0.0684575,-0.116515853,-0.826221287,0
-0.039513342,-0.397539456,-0.239371659,-0.023917602,-0.238155871,-0.038104627,-0.012053762,0.444069177,-0.129632408,-0.168136111,-0.068148606,-0.163820914,-1.180780196,2
-0.027889401,0.221231136,-0.237886582,-0.023260747,-0.42717083,-0.038976779,0.393437689,-0.252848616,-0.029341185,-0.138308467,-0.065683619,0.565969169,-0.579482664,2
-0.039005654,-0.245167198,-0.239282197,-0.023700297,-0.030803639,-0.036622586,0.131576039,-0.244349618,-0.053008039,-0.176525136,-0.068038382,-0.106462193,-0.927635962,2
-0.025729019,0.425210581,-0.238834884,-0.023611399,-0.490646003,-0.039192465,0.402195604,-0.176357638,-0.043635028,-0.169254648,-0.067620289,0.641635845,-0.843714899,2
-0.036679659,0.049866058,-0.234218619,-0.023078013,-0.208534123,-0.037933429,0.329504912,-0.029041682,-0.083001676,-0.163661964,-0.062749362,0.105000488,-0.470427586,2
-0.03278765,0.308331691,-0.233968124,-0.022934788,-0.377801251,-0.038788566,0.329504912,-0.029041682,-0.083001676,-0.171305298,-0.061671237,0.350879441,-0.394401078,2
-0.019163767,0.171256817,-0.233753414,-0.023226175,-0.650039215,-0.039586478,0.329504912,-0.029041682,-0.083001676,-0.186778389,-0.063864665,0.827920357,-0.557658451,2
-0.040893978,-0.239108402,-0.239371659,-0.023700297,0.170906355,-0.034491873,0.329504912,-0.029041682,-0.083001676,-0.202810747,-0.067433632,-0.352778355,-0.927635962,2
-0.003137727,0.377943383,-0.235739482,-0.023359522,-0.791095155,-0.039805015,0.329504912,-0.029041682,-0.083001676,-0.202810747,-0.064868437,1.133904873,-0.645393958,2
0.003899974,-0.264697144,-0.232232551,-0.02304838,-0.858802006,-0.039876688,-0.082992871,-0.241516619,-0.056054268,-0.18621912,-0.063528224,1.232299088,-0.454084159,2
-0.042584951,-0.465475311,-0.230318053,-0.023379277,0.131410692,-0.034951951,-0.208231051,0.418572185,-0.140177046,-0.105125212,-0.062716125,-0.704799291,-0.659265332,2
-0.036880159,-0.288094407,-0.220037412,-0.02252981,-0.176091257,-0.037929118,0.051003224,0.214596245,-0.107137181,-0.191066113,-0.057198891,0.089318821,-0.21227622,1
-0.0400907,-0.196138222,-0.240337855,-0.024055888,-0.232513633,-0.038073543,0.040493726,0.63671312,-0.152596286,-0.202065056,-0.068945308,-0.236091877,-1.398241361,0
-0.038352489,-0.271550888,-0.231212679,-0.023794133,-0.970236198,-0.039957297,-1.770643035,1.438451881,-0.249606955,-0.191252535,-0.059266167,-0.039592934,-1.02714649,1
-0.036315323,0.068128385,-0.237421377,-0.023611399,-0.319968316,-0.038530865,0.264696343,0.268423229,-0.107137181,-0.193489609,-0.066101417,0.132535639,-0.843714899,2
-0.03690954,0.656605,-0.216630289,-0.0222483,-0.303041603,-0.03844845,0.255062637,0.291087223,-0.115807216,-0.060943014,-0.054119255,0.086987789,-0.106667414,0
-0.032001718,0.189540629,-0.231999949,-0.023389155,-0.545657819,-0.03935007,-0.019935885,0.177767256,-0.12705483,-0.051435453,-0.063438689,0.390717019,-0.666293773,2
-0.041495475,0.039080543,-0.214841039,-0.021858138,0.186422508,-0.034301473,0.393437689,0.242926237,-0.115338566,0.024065772,-0.050812932,-0.456886798,0.019615347,0
-0.030399209,0.003501234,-0.210188989,-0.022366831,-0.580921804,-0.039439139,0.210397272,0.489397164,-0.125180228,-0.122648953,-0.05437017,0.464899018,-0.149420732,2
-0.043181732,-0.444291012,-0.231642099,-0.023339767,0.372616349,-0.031499559,0.061512722,0.591385133,-0.144160576,-0.148188874,-0.062121075,-0.897875968,-0.631762793,0
-0.037697722,-0.060997006,-0.240933675,-0.023937357,-0.061835946,-0.036877245,0.402195604,-0.176357638,-0.043635028,-0.20299717,-0.069756621,0.021006331,-1.208403385,2
0.021341368,0.513729152,-0.235811052,-0.02368548,-1.009731862,-0.039977925,0.132451831,0.565888141,-0.145097877,-0.163661964,-0.065467772,1.425317154,-0.913013001,2
-0.041343468,-0.283990755,-0.240905047,-0.023947235,0.27528775,-0.033040821,0.189378276,-0.190522634,-0.045040979,-0.186591966,-0.069804836,-0.42891173,-1.222587195,2
-0.035307418,0.413393781,-0.241119757,-0.023804011,0.015744821,-0.036203573,0.483644211,-0.813782449,0.046580208,-0.182490665,-0.069911294,0.202988308,-1.038392111,1
-0.034942251,0.521740942,1.779636171,0.00177878,-0.049140911,-0.03678523,0.445109386,-0.74295747,0.019164149,2.080308999,0.069341416,0.226689623,1.830538292,0
-0.042209475,0.036910549,1.044254334,-0.009772986,0.316193973,-0.032408594,0.093917006,-0.017709686,-0.096358217,0.142630658,0.04328453,-0.607969001,1.374476034,0
-0.032780953,-0.147367068,-0.231427389,-0.023537317,-0.723388304,-0.039712904,-0.652257327,0.497896161,-0.157751443,-0.189947576,-0.063388006,0.351229759,-0.780026802,1
-0.023118531,-0.245549632,0.271298243,-0.014025261,-0.758652289,-0.039763285,0.188502485,0.66787611,-0.158454419,1.553291809,0.036750818,0.722402714,1.106064129,1
-0.042643618,-0.525289801,-0.237439269,-0.023828704,-0.056193708,-0.036828766,-0.652257327,0.497896161,-0.157751443,-0.202251479,-0.066443137,-0.721366567,-1.067229773,2
-0.040405144,-0.461479084,-0.237618194,-0.023848459,-0.377801251,-0.03878695,-0.652257327,0.497896161,-0.157751443,-0.210640504,-0.066650265,-0.27923648,-1.091085541,1
-0.02644604,-0.218053014,-0.227133188,-0.023092829,-0.823538021,-0.039841137,-0.325587108,0.784029076,-0.174622863,-0.186405543,-0.057301814,0.617514366,-0.478728332,2
0.013961609,-0.333191611,-0.211978239,0.003966652,-0.776989561,-0.039787525,0.595745519,-0.301009601,0.001589753,-0.132156515,0.08900028,1.350714792,1.893512167,0
0.021126032,0.518241021,-0.22571968,-0.022781687,-0.877139278,-0.039891803,0.701716287,0.169268259,-0.083001676,-0.150053102,-0.060518758,1.423260698,-0.320511522,2
0.008392214,-0.00234271,-0.220037412,-0.02252981,-0.176091257,-0.037929118,0.051003224,0.214596245,-0.107137181,-0.191066113,-0.057198891,1.287928417,-0.21227622,0
-0.041167432,-0.443582004,-0.234057586,-0.023675603,-0.336895029,-0.038607196,-0.717065896,0.557389143,-0.165484177,-0.176897981,-0.064475957,-0.39799208,-0.903413124,2
-0.043986856,-0.350895326,-0.240391532,-0.023690419,1.733806169,0.030112981,0.160477158,-0.757122466,0.030411763,-0.183609201,-0.069164204,-1.31403295,-0.917857201,2
-0.039268792,-0.296323197,-0.227401576,-0.023082951,-0.342537266,-0.038636189,-0.211734217,0.560222142,-0.140411371,0.00113577,-0.059856667,-0.135540307,-0.473184787,2
0.035060404,0.539167498,-0.158658582,-0.021374139,-1.047816965,-0.039993799,-0.066352833,0.40157419,-0.128226456,0.032268374,-0.045096631,1.544187633,0.152479101,2
-0.023296627,-0.149730428,-0.151322657,-0.020746917,-0.745957254,-0.03974703,-0.04095488,0.452568175,-0.124008601,-0.052740412,-0.040043471,0.717209232,0.29683024,1
0.020431617,-0.112410826,-0.161879233,-0.01873684,-0.73326222,-0.039728969,0.674566751,-0.649468498,0.057593497,0.326629938,-0.04508345,1.416583055,0.635154728,2
-0.043342449,-0.565961076,-0.229172933,-0.023715113,-0.246619227,-0.038151205,-1.257429233,0.922846035,-0.206725428,-0.168136111,-0.062434377,-0.961838746,-0.942535715,2
